98503, 0
98504, 0
98568, 0
98569, 0
98633, 0
98698, 0
98698, 1
98762, 0
98826, 0
98890, 0
98889, 0
98952, 0
98952, 1
98951, 0
98950, 0
98949, 0
86340, 0
86276, 0
86277, 0
86278, 0
86279, 0
86280, 0
86280, 1
86345, 0
86409, 0
86409, 1
82377, 0
82440, 0
82504, 0
82503, 0
82502, 0
82501, 0
98634, 0
98634, 1
94666, 0
94730, 0
94730, 1
94793, 0
94857, 0
94856, 0
94855, 0
94854, 0
94853, 0
94853, 1
94788, 0
94787, 0
94723, 0
94659, 0
233671, 0
233672, 0
233736, 0
233737, 0
233801, 0
233866, 0
229770, 0
229834, 0
229898, 0
229962, 0
229961, 0
230024, 0
230024, 1
230023, 0
230022, 0
230021, 0
78277, 0
78213, 0
78213, 1
78150, 0
78151, 0
78151, 1
78216, 0
78280, 0
78279, 0
78278, 0
78278, 1
78214, 0
78214, 1
78215, 0
78279, 1
78279, 2
229706, 0
229706, 1
229834, 1
229898, 1
229898, 2
229961, 1
230025, 0
230024, 2
230023, 1
230022, 1
230021, 1
230021, 2
229956, 0
229955, 0
229891, 0
229827, 0
86662, 0
86661, 0
86597, 0
86596, 0
86532, 0
86467, 0
86467, 1
86403, 0
86339, 0
86276, 1
86276, 2
86213, 0
86214, 0
86215, 0
86216, 0
86280, 2
102852, 0
102852, 1
102788, 0
102724, 0
102661, 0
102661, 1
102662, 0
102663, 0
102664, 0
102664, 1
102729, 0
102793, 0
98698, 2
98762, 1
98826, 1
98889, 1
238020, 0
238020, 1
237956, 0
237892, 0
237829, 0
237829, 1
237830, 0
237831, 0
237832, 0
237832, 1
237897, 0
237961, 0
233866, 1
233930, 0
233994, 0
234057, 0
221830, 0
221829, 0
221765, 0
221764, 0
221700, 0
221635, 0
221635, 1
221571, 0
221507, 0
221444, 0
221444, 1
221381, 0
221382, 0
221383, 0
221384, 0
221448, 0
217412, 0
217348, 0
217349, 0
217350, 0
217351, 0
217352, 0
217352, 1
217417, 0
217481, 0
217481, 1
217545, 0
217608, 0
217672, 0
217671, 0
217670, 0
217669, 0
213445, 0
213381, 0
213381, 1
213318, 0
213319, 0
213319, 1
213384, 0
213448, 0
213447, 0
213446, 0
213446, 1
213382, 0
213382, 1
213383, 0
213447, 1
213447, 2
29316, 0
29252, 0
29187, 0
29187, 1
29123, 0
29059, 0
28995, 0
28931, 0
28932, 0
28869, 0
28869, 1
28870, 0
28871, 0
28872, 0
28873, 0
28937, 0
37125, 0
37126, 0
37127, 0
37128, 0
37192, 0
37257, 0
37257, 1
37321, 0
37385, 0
37448, 0
37448, 1
37447, 0
37446, 0
37445, 0
37445, 1
37380, 0
29002, 1
29002, 2
29130, 0
29194, 0
29194, 1
29257, 0
29321, 0
29320, 0
29319, 0
29318, 0
29317, 0
29317, 1
29252, 1
29251, 0
29187, 2
29123, 1
25162, 0
25161, 0
25224, 0
25224, 1
25223, 0
25222, 0
25221, 0
25220, 0
25156, 0
25091, 0
25091, 1
25027, 0
24963, 0
24899, 0
24835, 0
24836, 0
33353, 0
33416, 0
33415, 0
33414, 0
33413, 0
33349, 0
33348, 0
33284, 0
33219, 0
33219, 1
33155, 0
33091, 0
33028, 0
33028, 1
32965, 0
32966, 0
24773, 0
24773, 1
24774, 0
24775, 0
24776, 0
24777, 0
24841, 0
24906, 0
24906, 1
24970, 0
20938, 0
21002, 0
21065, 0
21065, 1
21128, 0
21127, 0
37316, 0
37316, 1
37252, 0
37188, 0
37125, 1
37125, 2
37126, 1
37127, 1
37128, 1
37128, 2
37193, 0
37257, 2
33162, 0
33226, 0
33290, 0
33353, 1
41286, 0
41287, 0
41287, 1
41352, 0
37321, 1
37321, 2
37384, 0
37448, 2
37447, 1
37446, 1
37445, 2
37381, 0
37316, 2
37252, 1
37252, 2
37189, 0
21126, 0
21125, 0
21061, 0
21060, 0
20996, 0
20931, 0
20931, 1
20867, 0
20803, 0
20740, 0
20740, 1
20677, 0
20678, 0
20679, 0
20680, 0
20744, 0
41415, 0
41415, 1
41415, 2
41414, 0
41414, 1
41350, 0
41351, 0
41351, 1
41416, 0
41416, 1
41479, 0
41478, 0
41478, 1
41413, 0
41349, 0
41349, 1
98948, 0
98884, 0
98819, 0
98819, 1
98755, 0
98691, 0
98627, 0
98563, 0
98564, 0
98501, 0
98501, 1
98502, 0
98503, 1
98504, 1
98505, 0
98569, 1
20745, 0
20809, 0
20874, 0
20874, 1
16841, 0
16905, 0
16969, 0
16968, 0
16967, 0
16966, 0
16965, 0
16965, 1
16900, 0
16836, 0
16836, 1
16772, 0
106757, 0
106758, 0
106759, 0
106760, 0
106824, 0
106889, 0
102793, 1
102857, 0
102921, 0
102984, 0
102984, 1
102983, 0
102982, 0
102981, 0
102981, 1
102916, 0
98889, 2
98952, 2
98951, 1
98950, 1
98949, 1
98885, 0
98884, 1
98820, 0
98755, 1
98755, 2
98691, 1
98627, 1
98564, 1
98564, 2
98501, 2
98502, 1
82437, 0
82372, 0
82372, 1
82308, 0
82245, 0
82181, 0
82182, 0
82183, 0
82184, 0
82248, 0
82313, 0
82313, 1
78280, 1
78343, 0
78342, 0
78342, 1
90309, 0
90309, 1
90310, 0
90311, 0
90312, 0
90313, 0
90377, 0
90442, 0
90442, 1
90506, 0
86474, 0
86538, 0
86601, 0
86601, 1
86664, 0
86663, 0
29059, 1
28995, 1
28995, 2
28932, 1
28868, 0
28869, 2
28870, 1
28871, 1
28872, 1
28872, 2
28937, 1
28938, 0
29002, 0
29066, 0
25034, 0
25098, 0
86281, 0
86345, 1
86410, 0
86410, 1
86473, 0
86537, 0
86601, 2
86600, 0
86599, 0
86598, 0
86597, 1
86597, 2
86532, 1
86468, 0
86468, 1
86404, 0
230020, 0
229956, 1
229891, 1
229891, 2
229827, 1
229763, 0
229699, 0
229635, 0
229636, 0
229573, 0
229573, 1
229574, 0
229575, 0
229576, 0
229577, 0
229641, 0
156294, 0
156293, 0
156229, 0
156228, 0
156164, 0
156099, 0
156099, 1
156035, 0
155971, 0
155908, 0
155908, 1
155845, 0
155846, 0
155847, 0
155848, 0
155912, 0
237829, 2
237830, 1
237831, 1
237832, 2
237896, 0
237961, 1
237961, 2
238025, 0
238089, 0
238152, 0
238152, 1
238151, 0
238150, 0
238149, 0
238149, 1
238084, 0
16901, 0
16836, 2
16836, 3
16772, 1
16709, 0
16645, 0
16646, 0
16647, 0
16648, 0
16712, 0
16777, 0
16777, 1
12744, 0
12807, 0
12806, 0
12806, 1
234057, 1
234120, 0
234119, 0
234118, 0
234117, 0
234053, 0
234052, 0
233988, 0
233923, 0
233923, 1
233859, 0
233795, 0
233732, 0
233732, 1
233669, 0
233670, 0
32967, 0
32968, 0
33032, 0
33033, 0
33097, 0
33162, 1
29066, 1
29130, 1
29194, 2
29258, 0
29257, 1
29320, 1
29320, 2
29319, 1
29318, 1
29317, 2
12741, 0
12677, 0
12677, 1
12614, 0
12615, 0
12615, 1
12680, 0
12744, 1
12743, 0
12742, 0
12742, 1
12678, 0
12678, 1
12679, 0
12743, 1
12743, 2
172293, 0
172294, 0
172295, 0
172296, 0
172360, 0
172425, 0
168329, 1
168393, 0
168457, 0
168520, 0
168520, 1
168519, 0
168518, 0
168517, 0
168517, 1
168452, 0
156234, 0
156233, 2
156296, 1
156296, 2
156295, 1
156294, 1
156293, 1
156292, 0
156228, 1
156163, 0
156163, 1
156099, 2
156035, 1
155971, 1
155907, 0
155908, 2
164484, 0
164420, 0
164355, 0
164355, 1
164291, 0
164227, 0
164163, 0
164099, 0
164100, 0
164037, 0
164037, 1
164038, 0
164039, 0
164040, 0
164041, 0
164105, 0
168521, 1
168584, 0
168583, 0
168582, 0
168581, 0
168517, 2
168516, 0
168452, 1
168387, 0
168387, 1
168323, 0
168259, 0
168196, 0
168196, 1
168133, 0
168134, 0
168388, 0
168388, 1
168324, 0
168260, 0
168197, 0
168197, 1
168198, 0
168199, 0
168200, 0
168200, 1
168265, 0
168329, 0
168330, 0
168394, 0
168458, 0
168521, 0
111047, 0
106951, 0
106951, 1
106950, 0
106950, 1
106886, 0
106887, 0
106887, 1
106952, 0
106952, 1
107015, 0
107014, 0
107014, 1
106949, 0
106885, 0
106885, 1
94595, 0
94531, 0
94531, 1
94468, 0
94404, 0
94405, 0
94406, 0
94407, 0
94408, 0
94408, 1
94473, 0
94474, 0
94538, 0
94602, 0
90570, 0
90634, 0
242119, 0
242119, 1
242119, 2
242118, 0
242118, 1
242054, 0
242055, 0
242055, 1
242120, 0
242120, 1
242183, 0
242182, 0
242182, 1
242117, 0
242053, 0
242053, 1
176583, 0
176583, 1
176583, 2
176582, 0
176582, 1
176518, 0
176519, 0
176519, 1
176584, 0
176584, 1
176647, 0
176646, 0
176646, 1
176581, 0
176517, 0
176517, 1
176454, 0
176455, 0
176455, 1
176520, 0
172489, 0
172489, 1
172552, 0
172616, 0
172615, 0
172614, 0
172613, 0
172549, 0
172484, 0
172420, 0
172420, 1
172357, 0
16708, 0
16644, 0
16645, 1
16646, 1
16647, 1
16648, 1
16648, 2
16713, 0
16777, 2
16777, 3
16841, 1
16904, 0
16968, 1
16967, 1
16966, 1
16965, 2
103940, 0
103876, 0
103812, 0
103748, 0
103749, 0
103685, 0
103686, 0
103687, 0
103688, 0
103752, 0
103753, 0
103817, 0
99786, 2
99786, 3
99850, 1
99913, 0
87686, 0
87685, 0
87685, 1
87620, 0
87620, 1
87555, 0
87491, 0
87427, 0
87363, 0
87364, 2
87300, 0
87301, 1
87302, 1
87239, 0
87304, 1
87304, 2
168135, 0
168136, 0
168200, 2
168201, 0
168265, 1
168330, 1
164234, 0
164298, 0
164362, 0
164426, 0
164425, 0
164488, 0
164488, 1
164487, 0
164486, 0
164485, 0
151876, 0
151812, 0
151813, 0
151814, 0
151815, 0
151816, 0
151816, 1
151881, 0
151945, 0
151945, 1
147913, 0
147976, 0
148040, 0
148039, 0
148038, 0
148037, 0
155845, 1
155845, 2
155846, 1
155847, 1
155848, 1
155849, 0
155913, 0
155978, 0
155978, 1
156042, 0
156106, 0
156170, 0
156233, 0
156233, 1
156296, 0
156295, 0
38213, 0
38214, 0
38215, 0
38216, 0
38216, 1
38281, 0
38345, 0
38409, 0
38409, 1
38472, 0
38472, 1
38535, 0
38534, 0
38533, 0
