0,0,1
0.10764,0.051837,0.99284
0.026585,0.11648,0.99284
-0.07449,0.093408,0.99284
-0.11947,1.4631e-17,0.99284
-0.07449,-0.093408,0.99284
0.026585,-0.11648,0.99284
0.10764,-0.051837,0.99284
0.22957,0.015876,0.97316
0.1959,0.12075,0.97316
0.11735,0.19795,0.97316
0.011911,0.22981,0.97316
-0.096253,0.20903,0.97316
-0.18237,0.14035,0.97316
-0.2267,0.039526,0.97316
-0.2191,-0.070356,0.97316
-0.16131,-0.16412,0.97316
-0.066563,-0.22029,0.97316
0.043433,-0.22599,0.97316
0.14348,-0.17992,0.97316
0.21066,-0.092631,0.97316
0.33514,-0.023789,0.94187
0.32471,0.086321,0.94187
0.27909,0.18708,0.94187
0.20322,0.26756,0.94187
0.10533,0.31905,0.94187
-0.0039681,0.33596,0.94187
-0.11284,0.31647,0.94187
-0.20948,0.26268,0.94187
-0.28343,0.18043,0.94187
-0.32666,0.078627,0.94187
-0.33449,-0.031698,0.94187
-0.30607,-0.13859,0.94187
-0.24449,-0.23046,0.94187
-0.15641,-0.29736,0.94187
-0.051384,-0.33203,0.94187
0.059212,-0.33073,0.94187
0.16339,-0.29358,0.94187
0.24986,-0.22462,0.94187
0.30926,-0.13132,0.94187
0.43373,-0.062722,0.89886
0.4357,0.047113,0.89886
0.4103,0.15399,0.89886
0.35911,0.25119,0.89886
0.28536,0.3326,0.89886
0.19368,0.39312,0.89886
0.089833,0.42894,0.89886
-0.019662,0.4378,0.89886
-0.12792,0.41916,0.89886
-0.22814,0.37418,0.89886
-0.31403,0.30568,0.89886
-0.38018,0.21798,0.89886
-0.42245,0.11659,0.89886
-0.43817,0.0078669,0.89886
-0.42636,-0.10135,0.89886
-0.38776,-0.2042,0.89886
-0.3248,-0.29421,0.89886
-0.24143,-0.36575,0.89886
-0.14288,-0.4143,0.89886
-0.035364,-0.43681,0.89886
0.074378,-0.43188,0.89886
0.17945,-0.39982,0.89886
0.27324,-0.34263,0.89886
0.34986,-0.26392,0.89886
0.40451,-0.16862,0.89886
0.52669,-0.10031,0.84412
0.5361,0.0077618,0.84412
0.52356,0.11552,0.84412
0.48959,0.21855,0.84412
0.43558,0.31263,0.84412
0.36373,0.39391,0.84412
0.27699,0.45906,0.84412
0.17891,0.50542,0.84412
0.073508,0.53109,0.84412
-0.034905,0.53502,0.84412
-0.14189,0.51704,0.84412
-0.24306,0.47789,0.84412
-0.33429,0.41918,0.84412
-0.41182,0.34331,0.84412
-0.4725,0.25338,0.84412
-0.51384,0.15308,0.84412
-0.53413,0.046514,0.84412
-0.53256,-0.061958,0.84412
-0.50919,-0.16789,0.84412
-0.46497,-0.26696,0.84412
-0.40171,-0.35509,0.84412
-0.32201,-0.42868,0.84412
-0.22913,-0.48473,0.84412
-0.12686,-0.52093,0.84412
-0.019401,-0.5358,0.84412
0.088852,-0.52874,0.84412
0.19347,-0.50003,0.84412
0.29016,-0.45085,0.84412
0.37498,-0.38321,0.84412
0.44444,-0.29989,0.84412
0.49571,-0.20428,0.84412
0.61286,-0.12965,0.77948
0.62616,-0.018135,0.77948
0.61934,0.093962,0.77948
0.59261,0.20304,0.77948
0.54683,0.30559,0.77948
0.48348,0.39832,0.77948
0.40458,0.47825,0.77948
0.31269,0.5428,0.77948
0.21074,0.58991,0.77948
0.10202,0.61806,0.77948
-0.0099755,0.62635,0.77948
-0.12165,0.6145,0.77948
-0.22942,0.5829,0.77948
-0.32982,0.53257,0.77948
-0.41961,0.46512,0.77948
-0.49592,0.38272,0.77948
-0.55628,0.28802,0.77948
-0.59877,0.18406,0.77948
-0.62202,0.074191,0.77948
-0.62527,-0.038066,0.77948
-0.60842,-0.1491,0.77948
-0.57202,-0.25534,0.77948
-0.51724,-0.35338,0.77948
-0.44583,-0.44005,0.77948
-0.36009,-0.51259,0.77948
-0.26277,-0.56865,0.77948
-0.15702,-0.60643,0.77948
-0.04621,-0.62472,0.77948
0.066081,-0.62293,0.77948
0.17625,-0.60112,0.77948
0.28075,-0.55999,0.77948
0.37623,-0.50086,0.77948
0.45961,-0.42563,0.77948
0.52823,-0.33673,0.77948
0.57986,-0.237,0.77948
0.6899,-0.1634,0.70523
0.70675,-0.056169,0.70523
0.70704,0.052375,0.70523
0.69076,0.15969,0.70523
0.65829,0.26326,0.70523
0.61039,0.36067,0.70523
0.54818,0.44961,0.70523
0.47312,0.52802,0.70523
0.38697,0.59406,0.70523
0.29176,0.64617,0.70523
0.1897,0.68313,0.70523
0.083198,0.70408,0.70523
-0.025255,0.70853,0.70523
-0.13312,0.69637,0.70523
-0.23786,0.66789,0.70523
-0.33702,0.62376,0.70523
-0.42829,0.565,0.70523
-0.50952,0.493,0.70523
-0.5788,0.40945,0.70523
-0.63452,0.31629,0.70523
-0.67536,0.21573,0.70523
-0.70038,0.11011,0.70523
-0.70898,0.0019026,0.70523
-0.70096,-0.10634,0.70523
-0.67651,-0.2121,0.70523
-0.63621,-0.31288,0.70523
-0.58099,-0.40633,0.70523
-0.51215,-0.49026,0.70523
-0.43131,-0.56269,0.70523
-0.34036,-0.62194,0.70523
-0.24144,-0.66661,0.70523
-0.13685,-0.69565,0.70523
-0.029057,-0.70839,0.70523
0.079418,-0.70452,0.70523
0.18603,-0.68414,0.70523
0.28828,-0.64772,0.70523
0.38378,-0.59613,0.70523
0.47028,-0.53056,0.70523
0.54576,-0.45255,0.70523
0.60844,-0.36394,0.70523
0.65687,-0.26679,0.70523
0.76043,-0.1897,0.62109
0.77943,-0.082024,0.62109
0.78326,0.027251,0.62109
0.77185,0.13599,0.62109
0.74541,0.24209,0.62109
0.70446,0.34348,0.62109
0.6498,0.43818,0.62109
0.5825,0.52435,0.62109
0.50385,0.60031,0.62109
0.4154,0.66459,0.62109
0.31887,0.71594,0.62109
0.21612,0.75335,0.62109
0.10918,0.77609,0.62109
0.00010147,0.78374,0.62109
-0.10897,0.77612,0.62109
-0.21593,0.7534,0.62109
-0.31868,0.71602,0.62109
-0.41523,0.6647,0.62109
-0.5037,0.60044,0.62109
-0.58236,0.5245,0.62109
-0.64969,0.43834,0.62109
-0.70437,0.34366,0.62109
-0.74535,0.24228,0.62109
-0.77181,0.13619,0.62109
-0.78325,0.027453,0.62109
-0.77945,-0.081822,0.62109
-0.76048,-0.1895,0.62109
-0.72671,-0.2935,0.62109
-0.67879,-0.39178,0.62109
-0.61765,-0.48244,0.62109
-0.5445,-0.5637,0.62109
-0.46075,-0.634,0.62109
-0.36803,-0.69195,0.62109
-0.26815,-0.73644,0.62109
-0.16305,-0.76659,0.62109
-0.054772,-0.78182,0.62109
0.054569,-0.78183,0.62109
0.16285,-0.76663,0.62109
0.26796,-0.73651,0.62109
0.36785,-0.69205,0.62109
0.46059,-0.63412,0.62109
0.54436,-0.56384,0.62109
0.61753,-0.4826,0.62109
0.67868,-0.39196,0.62109
